gene	conMean	treatMean	logFC	pValue	fdr
ADCY5	3.89591794871795	0.596384653465347	-2.70764825447864	4.35487834205985e-22	1.68699691965033e-20
CADPS	0.345410256410256	1.70776113861386	2.30572337482792	5.61634939243938e-10	1.49066891704712e-09
SLIT2	1.80718717948718	0.544469554455446	-1.7308226571758	3.56308377212369e-15	1.91324663275421e-14
MYO7A	0.546830769230769	1.32345841584158	1.27514653655417	2.79859798491488e-10	7.743739662341e-10
CELSR3	0.276666666666667	2.01073638613861	2.86150321133441	7.98382289800741e-21	1.68612392110878e-19
TGIF1	5.92	13.1825522277228	1.15496063155042	1.00908630969607e-21	3.15727581899136e-20
ABI3BP	4.80213333333333	0.65277698019802	-2.87901337366918	7.24260544645083e-23	4.20847109334839e-21
MUC6	0.0253512820512821	3.20079702970297	6.9802286765053	1.01178178619959e-06	1.95275084952163e-06
COL3A1	108.620253846154	261.890268564356	1.26966931241214	8.70249205229844e-06	1.53069779125293e-05
ABCB1	21.1042538461538	7.52841683168317	-1.48711540862497	8.36695209878132e-12	2.73354037444121e-11
AMOTL1	4.79231794871795	1.50335	-1.67254270054946	3.72288741777897e-11	1.13643237480827e-10
DOCK6	3.55065641025641	7.40640569306931	1.06068781622588	1.90738304195585e-18	1.81480246155682e-17
ATAD5	0.608510256410256	1.70246311881188	1.48427006004486	1.81804196129089e-16	1.14649390349623e-15
CD163	10.1596153846154	3.82003168316832	-1.41118927756648	3.93449604266331e-12	1.34201783258138e-11
ATR	0.680771794871795	1.58207450495049	1.21657437161217	2.8784355038403e-18	2.66091736633419e-17
DAAM2	1.89898974358974	0.548770544554455	-1.79095716198314	1.82738753064156e-21	5.10306016090053e-20
POLQ	0.521525641025641	1.61436262376238	1.63015458790374	4.16355605476604e-18	3.70169710442861e-17
MRC1	7.78861794871795	3.05020891089109	-1.35245929475316	8.06262265873806e-14	3.52631372735667e-13
STK31	0.0447230769230769	0.668900247524753	3.90269972579738	1.33346132479404e-20	2.46538815390898e-19
DOCK10	1.77920256410256	0.832159653465346	-1.09629852493862	1.33614162604e-15	7.41946220330061e-15
PLCB4	8.54595641025641	27.8324967821782	1.70345647146122	2.73970421925759e-06	5.12356179854264e-06
PCDH7	1.79754871794872	0.762145297029703	-1.23789290418616	7.03201057918108e-12	2.32070612826118e-11
PLXNA3	2.45986923076923	6.15462772277228	1.32308997210391	7.21066615063017e-17	4.90868360965493e-16
CFH	6.91197948717949	2.97988564356436	-1.21384196927442	5.52424767633473e-17	3.92486941895048e-16
ITGAX	1.2049641025641	2.52749306930693	1.0687169687406	0.000190439324943714	0.000295371574531385
GPRASP1	1.77834102564103	0.618233663366337	-1.52430789333483	8.43168721945588e-14	3.65822802828126e-13
XPO4	2.38787179487179	5.82694356435644	1.28701395762259	6.70937312258986e-17	4.60597049386232e-16
FREM1	0.898041025641026	2.93498341584158	1.70849909247554	0.0106711854492256	0.0136924437901341
ATP1A2	7.10999487179487	0.305747277227723	-4.53943696299124	1.7690086186899e-22	8.73579108341258e-21
CELSR2	0.916692307692308	1.95346955445545	1.09152929830392	9.50841573414595e-11	2.77243591388091e-10
SPECC1	3.44320769230769	1.57282103960396	-1.13039868023703	5.67636364880528e-19	5.95835074619754e-18
NOL6	6.37114358974359	14.3035688118812	1.16675089385346	1.82745677244429e-21	5.10306016090053e-20
ZEB2	1.92772564102564	0.841314851485149	-1.19618202094091	3.64703010095394e-18	3.27829722334368e-17
PDGFRA	6.60798461538462	3.24358366336634	-1.02662167645251	1.1242422715689e-13	4.75101863855221e-13
ADAMTS12	0.222753846153846	2.58850965346535	3.53859945132339	6.30572122223693e-22	2.23030618012598e-20
CTTNBP2	0.712023076923077	2.15679059405941	1.59889020460946	9.53758464258177e-07	1.85174823549887e-06
SULF1	6.12576923076923	22.6055245049505	1.88371246815233	1.51875068631122e-09	3.84892113181987e-09
NBEAL2	5.71108461538462	14.6318267326733	1.35727323135483	2.76427807018639e-18	2.569988811539e-17
SALL4	0.0382512820512821	1.310025	5.09794243083638	4.43727546537914e-24	9.77857856072332e-22
PRKCG	0.0616153846153846	0.692316584158416	3.49006938324072	3.85954317390214e-08	8.54350577406637e-08
TRPM2	1.60225897435897	4.68636113861386	1.54836078440172	3.37711002797126e-11	1.03866881200553e-10
MYLK	36.8675102564103	4.18198292079208	-3.14009091628117	1.33693502821854e-19	1.82789352177442e-18
FANCA	0.995571794871795	3.01785198019802	1.59992478257822	3.0015641145984e-21	7.28887285739044e-20
CRACD	7.10536153846154	1.7307853960396	-2.03748120644433	7.59758468691027e-21	1.62648293231619e-19
PTPRU	0.86601282051282	3.05266782178218	1.81761032222115	0.000186516714374011	0.000290673078818502
MUC4	11.1214	4.57065594059406	-1.28286528265897	1.39163454656232e-11	4.42224493604862e-11
IGSF9	11.490558974359	3.65897995049505	-1.65093556610024	5.52424767633473e-17	3.92486941895048e-16
COL1A1	47.3987666666667	290.97549480198	2.61797623296292	1.18865323279977e-15	6.69182979157518e-15
SIGLEC1	3.58162051282051	1.03835693069307	-1.7863100369307	2.97223397785305e-17	2.22849063685111e-16
PLCE1	7.74548717948718	2.10660841584158	-1.87843381962546	3.12138400622303e-22	1.26962294453122e-20
CACNA2D1	1.67529230769231	0.525729702970297	-1.67201968876614	7.71776593637848e-11	2.27891201061484e-10
MEGF6	0.884374358974359	3.08804925742574	1.80396666296693	2.17877091185262e-10	6.16497438884211e-10
MYH7B	0.200676923076923	0.741137128712871	1.88486577857464	8.71260796229776e-05	0.000141189374050383
COL5A3	1.29082820512821	3.13942846534653	1.28220493284411	8.08705350433909e-10	2.10522176824955e-09
TEK	3.1202641025641	1.30430915841584	-1.2583822756272	4.80661147256597e-17	3.47571416260659e-16
CENPF	2.33458717948718	7.09606559405941	1.60385188204504	4.94241860262841e-17	3.55810401171523e-16
BLM	0.77335641025641	1.87699702970297	1.27922101191076	6.60232292926702e-16	3.86402136903505e-15
KIF21B	1.38786923076923	3.46852153465347	1.32144920248667	2.24915733509441e-13	9.08034487394195e-13
ATP8B2	4.08181794871795	2.00550792079208	-1.02524417471309	4.72271279142471e-14	2.08800789126634e-13
EPB41L3	8.2604717948718	1.36829727722772	-2.59384247796422	8.25260813527014e-24	1.22063576691677e-21
ADCY9	6.49956153846154	2.5394400990099	-1.35583195328749	1.35003583787863e-21	3.97223786414657e-20
TBC1D9	5.86400256410256	2.6088603960396	-1.16846598882149	1.55529714110484e-17	1.23437485296467e-16
PIK3CG	2.20639230769231	0.704404950495049	-1.6472123787503	8.32154964512494e-19	8.40948606072534e-18
SPART	3.70995897435897	1.44036138613861	-1.36497240452064	2.21320312971504e-14	1.03177120115942e-13
PCNX2	0.467379487179487	1.34182326732673	1.5215283432978	1.38593470052771e-19	1.84829160472015e-18
A2M	100.399738461538	41.371701980198	-1.27903929653367	7.77605011605545e-18	6.42214900447828e-17
ADAMTS1	10.8289923076923	3.08882920792079	-1.80976699247672	4.69085279671203e-12	1.58012784684275e-11
CENPE	0.754948717948718	2.16814430693069	1.52201022881479	7.61647472689121e-15	3.87250136895375e-14
CLCN4	0.415166666666667	1.57376386138614	1.92245656410177	5.18162034533183e-13	2.01205162335439e-12
NUP210	5.75495897435897	16.1078096534653	1.48488278022042	4.97666682059047e-15	2.62040029679634e-14
ESPL1	1.6268	3.72266435643564	1.19429864959857	1.94949825120081e-17	1.51762375823144e-16
ITGAL	2.54421282051282	1.23044727722772	-1.04803651361343	1.33011307993124e-11	4.23501757543665e-11
ZBTB7C	12.3977666666667	2.54605717821782	-2.28374353285567	8.08344596475013e-21	1.68612392110878e-19
SH3BP4	8.17118461538461	17.726103960396	1.11725832658356	2.32348244312942e-18	2.18514793928992e-17
PPRC1	5.46460769230769	12.2633381188119	1.16616190584279	2.30387954382431e-20	3.86434228639397e-19
BCHE	4.51461025641026	0.291188613861386	-3.95457559699898	9.76573984355132e-23	5.4366803545705e-21
MMP9	7.48149230769231	18.8660262376238	1.33439260584139	0.00020110789151032	0.000310733655733419
HEATR1	2.63843846153846	6.32873638613861	1.26223314096535	5.60854758770131e-20	8.44917307887966e-19
MYH11	221.575930769231	12.5777596534653	-4.13885429576623	5.44676634848604e-19	5.75447327856285e-18
FER1L6	4.13065641025641	0.710606930693069	-2.53924739645553	1.06306088122506e-19	1.49103452909756e-18
NCKAP1L	3.85167948717949	1.67558638613861	-1.20082158835737	5.24252361940092e-15	2.75147933185977e-14
PDE3A	6.33794102564103	1.91775074257426	-1.72459901561846	1.3694113578241e-19	1.84134899105769e-18
ATP8B1	66.9280923076923	23.7514663366337	-1.49459530947852	1.42698705904938e-20	2.55132741216851e-19
PCBP1	3.95383333333333	12.2156076732673	1.62740166991283	0.0277843421430347	0.0339632792387058
CAD	4.91282051282051	14.5065992574257	1.56208591487059	1.91446970062173e-22	9.11011588602487e-21
FAM214A	3.34778717948718	1.64434876237624	-1.02569149436847	1.19993288631743e-19	1.66862462054569e-18
GRM8	0.503851282051282	2.94041881188119	2.54495178433825	1.49512475487146e-06	2.84178501889704e-06
APBB1	4.27319230769231	1.57508044554455	-1.43988872990017	2.05059325179285e-14	9.64252953949991e-14
TRANK1	11.1541974358974	2.82279158415842	-1.98239219388674	1.14293370951272e-20	2.21375374449666e-19
RPGRIP1L	0.327920512820513	0.943144801980198	1.52413313508713	5.76743027804722e-22	2.0852464583073e-20
CD163L1	8.44524358974359	1.07180544554455	-2.97809598478028	1.94616653335275e-21	5.27735491627487e-20
FBXL7	2.60206923076923	1.07407400990099	-1.27656594020763	1.55697630897859e-13	6.44580268373579e-13
DDX60	14.5274974358974	5.53357945544554	-1.39250128967196	5.32469933064978e-16	3.1850315481497e-15
DPYD	3.84015641025641	1.24655495049505	-1.62321859241818	3.3126989180621e-19	3.79560643639932e-18
ROR2	3.3183	1.59456782178218	-1.05727886191709	7.33243397999417e-06	1.29813602670843e-05
SORBS2	4.5740358974359	1.52466683168317	-1.58497366701851	1.46422855314255e-09	3.72816878867438e-09
SIPA1L2	10.2886666666667	4.61055594059406	-1.15804340563791	4.29996272474043e-19	4.72706678112982e-18
CDH11	1.3243358974359	4.04136534653465	1.60957369361556	4.15778766136036e-10	1.1255774584082e-09
CENPJ	1.45468717948718	3.59982252475248	1.3072168370399	2.07278324064367e-16	1.29211430365029e-15
ATP11A	1.64077435897436	8.19026856435644	2.31953390802808	7.61927093695027e-24	1.22063576691677e-21
PCDHB9	0.148110256410256	0.549853465346535	1.89237564650258	4.21744543482023e-06	7.658287453866e-06
AGRN	9.14075641025641	20.795903960396	1.18591393734656	2.94033080724663e-14	1.3475825981381e-13
APLP1	1.20085384615385	0.539208910891089	-1.15514433020195	4.32344693183791e-17	3.14028935629477e-16
NELL2	1.11496153846154	0.547467326732673	-1.02614917276594	3.20185520656469e-11	9.86632276719839e-11
PER3	2.72075897435897	1.04795099009901	-1.37643790987134	2.47490734667521e-14	1.14394154915925e-13
STYXL2	0.0553794871794872	11.2697846534653	7.66889253872977	6.83438716019737e-08	1.47757731955105e-07
ZGRF1	0.306658974358974	0.777134158415842	1.34152850382743	2.56011160055614e-15	1.39775220607545e-14
ZEB1	5.48704102564103	2.06581311881188	-1.40931861411352	7.22291374022324e-09	1.73328623235151e-08
DIAPH3	0.846374358974359	3.09886856435644	1.87237373906088	6.22872249082369e-21	1.35121753234269e-19
NHS	0.570061538461539	1.43411732673267	1.33097348482077	3.8060166070679e-07	7.69240872012357e-07
KCNMA1	2.33331282051282	0.333336633663366	-2.80732795492992	3.89511234208122e-20	6.15276483550111e-19
ABCC1	5.08399743589744	11.6771178217822	1.19964902037733	2.96286012499142e-18	2.70819450200085e-17
MMS22L	0.339097435897436	0.95835297029703	1.49885723642373	1.43670012422728e-19	1.90041553017706e-18
LINGO1	0.579761538461538	1.17768663366337	1.02242417587166	0.029062546549564	0.0354192983042252
ACE	10.7755179487179	3.8162099009901	-1.49754478682105	0.0271863896090792	0.0333576590452276
CASP5	17.0590153846154	4.10770346534653	-2.0541304367875	3.61583938652086e-17	2.67407758266793e-16
CR2	5.73944615384615	1.00665569306931	-2.51134120412668	8.1728081437511e-14	3.56492194366838e-13
EFEMP1	19.9514256410256	7.90285371287129	-1.33604623049164	1.68733376420662e-15	9.3377280080414e-15
KCNH8	0.141497435897436	0.997999752475248	2.8182635478076	4.45658693552938e-16	2.67559665834181e-15
SLC3A2	18.2751051282051	43.8642089108911	1.26316454449155	1.36721155741984e-21	3.97223786414657e-20
POLD1	4.48595384615385	9.65904257425743	1.10646541571557	5.4027286076733e-17	3.87235217827509e-16
ARHGEF26	3.15241794871795	1.01845767326733	-1.63007279684267	3.69744461384891e-08	8.20701553442316e-08
CSF1R	16.0480897435897	6.35380099009901	-1.33670977022353	7.46048719886892e-15	3.80508234249521e-14
F5	0.209705128205128	1.10338589108911	2.3955033909052	0.0226729085308226	0.0280310198933498
NAALADL1	11.8945794871795	1.2518547029703	-3.24816523850376	2.78073102661068e-22	1.16006394366553e-20
SGO2	1.17611282051282	2.57771881188119	1.13206843754907	3.38738487710053e-14	1.53946234498396e-13
SRCIN1	0.294823076923077	1.24478168316832	2.07797137729596	9.50199583454931e-16	5.4244727097585e-15
PLK1	4.78833333333333	14.5548066831683	1.60390018557409	4.67495063226924e-20	7.10854642869351e-19
DHX34	2.9570641025641	8.03934158415842	1.44291183242456	2.59853721634434e-21	6.40578795604885e-20
KNTC1	1.29244615384615	3.34833688118812	1.37334051096058	1.07701951293451e-18	1.07473914217121e-17
EDNRB	4.41694615384615	1.83890148514851	-1.26420505206001	3.73210570026653e-18	3.33633844743607e-17
ATP2B4	24.5093666666667	6.61268069306931	-1.89002605991918	6.42485925704781e-11	1.9040520967608e-10
NAP1L3	1.5112358974359	0.404189356435644	-1.9026256399056	2.77813819645401e-17	2.09260687297716e-16
PLCL2	6.39512051282051	1.21689133663366	-2.39377119912408	4.35262638645196e-23	3.06408856434743e-21
JCAD	4.82458205128205	1.98741955445545	-1.27950750350768	0.00113537241713287	0.00160630515015233
PITPNM3	3.45594102564103	1.4633	-1.23985302320026	5.90522619251884e-17	4.15922208451435e-16
BANK1	1.33377692307692	0.531448762376238	-1.32751488141321	7.1702070649603e-08	1.5431120231072e-07
ZFC3H1	2.67781794871795	5.36498514851485	1.0025162948171	4.4790071328324e-12	1.5118972209789e-11
KIT	4.91697948717949	1.60216955445545	-1.61774550308031	5.90959526545331e-18	5.03398507690709e-17
LARGE1	3.84394358974359	1.80228910891089	-1.09275670917267	4.56258334138797e-21	1.03101709672753e-19
CEMIP	0.526664102564103	21.585445049505	5.35703189970075	8.05319913042374e-25	4.56979112680527e-22
LRRC66	7.31165641025641	2.18376806930693	-1.74337863620215	2.9767404521139e-19	3.48428540689879e-18
ITGA7	7.68224871794872	2.22895371287129	-1.7851620153775	2.10529994236303e-11	6.5871596273551e-11
ALPK3	0.65341282051282	2.66406658415842	2.0275634736909	6.16477396701816e-05	0.000100703687192154
ZFYVE28	3.08869487179487	1.34561212871287	-1.1987347414753	1.08332648626969e-18	1.07473914217121e-17
KIF13B	15.4360205128205	6.9821599009901	-1.14455556411362	9.70716350304401e-16	5.50298084301484e-15
COL9A1	0.277625641025641	0.847810148514851	1.61060041704615	0.00250430640831062	0.00340393193510558
ATAD2	2.53262307692308	8.86809108910891	1.80799120817289	1.03538743274838e-20	2.0543601866849e-19
SLC4A11	0.129771794871795	2.42508935643564	4.22398914543959	9.1171528088327e-22	2.96672152399416e-20
VARS1	13.4426820512821	31.1619836633663	1.21296606341836	4.39507191006512e-21	1.00715239403887e-19
CEP250	1.84189487179487	4.13960272277228	1.1683015987304	8.71157684470992e-15	4.40178121936119e-14
ITGA8	2.26592051282051	0.63602797029703	-1.83293513641416	1.00246103649118e-22	5.4366803545705e-21
TICRR	0.555123076923077	1.83947475247525	1.72841430140316	8.36053440092993e-20	1.21451691699223e-18
PTK2B	16.3910256410256	7.53704975247525	-1.12083431036472	5.38286267340596e-19	5.75447327856285e-18
CPED1	4.89846666666667	1.2286547029703	-1.99525070052719	7.95549978569606e-18	6.53717078349873e-17
MCM4	9.6740641025641	25.5305849009901	1.40003258744507	1.75890269113761e-20	3.04439859412861e-19
CLCA4	302.178630769231	8.62191584158416	-5.13124935005502	2.47383264268153e-23	2.2049630668218e-21
CNTNAP1	2.44451282051282	1.21485495049505	-1.00876290045172	0.00179809238549595	0.00248555336550715
CSPG4	5.67870769230769	2.53834257425743	-1.1616758637264	0.00377434246133591	0.00502936542554752
EHD2	28.8875153846154	12.8979690594059	-1.16330220920934	3.5863851249154e-09	8.8009782778844e-09
ROR1	1.22708717948718	0.451090099009901	-1.44375022441846	1.58790661083717e-13	6.54056722995462e-13
PCSK5	5.80751025641026	1.02456311881188	-2.50291093176086	1.42188551549259e-23	1.6524340955046e-21
CARMIL3	0.155592307692308	0.566910148514851	1.86534935884837	1.46403240210443e-14	7.04728023143168e-14
KCNQ1	16.0653794871795	36.473929950495	1.18291059414629	3.3289045736196e-12	1.15729225241006e-11
LZTS1	0.340428205128205	1.07475396039604	1.65858394943201	6.6570622742081e-15	3.42754440510651e-14
ADAM12	0.145871794871795	2.36907400990099	4.02155040692241	1.03538428609772e-20	2.0543601866849e-19
E2F7	0.382274358974359	1.54869158415842	2.01836952582268	1.26152152329353e-20	2.41470060988067e-19
NEXN	7.90279230769231	2.09732524752475	-1.91381188534924	9.37900491438895e-10	2.4260160565518e-09
SLC9A3	40.7443974358974	4.15747004950495	-3.29282391953736	2.73909041176035e-14	1.25889833331471e-13
ADAMTS4	0.962515384615385	2.18197425742574	1.18075257539872	7.50787811840847e-10	1.96072515227136e-09
CLCN2	8.16322564102564	3.56873341584158	-1.19372719943985	2.06269723035642e-15	1.13378661952361e-14
SLC39A10	1.60777179487179	6.90640396039604	2.10287207419176	4.40775983541012e-24	9.77857856072332e-22
ARHGAP39	2.44201282051282	5.86648613861386	1.26442585352127	1.60192558741716e-18	1.57008007875164e-17
PPARGC1A	4.06612820512821	1.26973836633663	-1.6791244484328	8.56480763370606e-20	1.23318070973803e-18
WNT9A	1.70237435897436	0.573447772277228	-1.56981432490525	9.26778567912472e-15	4.63959609228798e-14
ATG9B	0.0644923076923077	0.886419059405941	3.78078990320204	1.15793445459889e-23	1.56996613136033e-21
SLCO1B3	0.0123692307692308	1.20583762376238	6.60713605573587	1.02741115995572e-13	4.39894199275778e-13
NOD2	0.343364102564103	1.03777054455446	1.59567636904289	1.55086952182646e-11	4.89954313011971e-11
ARHGAP30	6.21643846153846	3.09547178217822	-1.00592895639432	3.97112308929719e-12	1.3516772523612e-11
FGFR2	9.75625897435897	2.16030668316832	-2.17509191821992	6.63528165229771e-22	2.29693686133795e-20
POP1	1.27247179487179	3.94251113861386	1.63148115258512	6.03454808882014e-23	3.6363739779668e-21
PSD	7.90937692307692	0.81059702970297	-3.28650725400583	3.67215860946517e-14	1.65501442038776e-13
MYO1A	62.2413538461538	16.8756316831683	-1.88293193585738	1.89341457094788e-20	3.24272158624442e-19
NCAPG	1.92264358974359	5.1283198019802	1.41539488349359	1.29751050660114e-17	1.03992590849264e-16
PASK	0.899115384615385	2.09828440594059	1.22263206151558	6.2747655582246e-19	6.5025755179818e-18
MCM7	24.8746282051282	66.8192606435644	1.42558905709812	1.99582020446661e-21	5.32327782404455e-20
RTKN2	0.454141025641026	1.01838712871287	1.16507381420088	1.11464151736984e-11	3.58403507660223e-11
IQGAP2	17.6028256410256	5.92849133663366	-1.57007010755995	4.61851074948839e-20	7.08897829190341e-19
SPTBN5	0.0764128205128205	0.769848267326733	3.33268750843082	2.20710166400226e-20	3.74057750763716e-19
EVPL	5.65484102564103	20.4341767326733	1.85342574869764	8.1284537812997e-19	8.3176064793551e-18
HSPA2	12.9976615384615	3.54022425742574	-1.87633942892036	4.89746344726679e-19	5.27693578059806e-18
